 20713 1265 1176 1 20.86  0.84 23.16 0.33  30.30 22.48 0.35   0.70 2.12 3.8798 0.0033  0.046 0.000  1.356 0.012 3.879 0.027 0 1 1 0 0 0 1 4 1
 20719 1265   59 1 21.76  1.46 20.41 0.43  35.22 21.34 0.44   3.64 1.08 3.7616 0.0025 -0.116 0.004  0.109 0.018 4.503 0.045 0 1 1 0 0 0 2 1 1
 20741 1265  241 1 21.42  1.54 22.18 0.46   0.41 21.56 0.40   0.37 1.08 3.7585 0.0025 -0.123 0.004  0.016 0.018 4.510 0.045 0 0 0 0 0 0 2 1 0
 20745  676  389 1 28.27  3.17 25.13 0.99   1.19 25.22 0.68   0.04 1.19 3.5906 0.0037 -1.189 0.032 -0.627 0.036 4.736 0.054 0 0 0 2 1 1 2 1 0
 20751  672  425 1 23.03  1.66 23.01 0.55  10.44 22.33 0.50   0.13 0.85 3.6829 0.0022 -0.384 0.014 -0.452 0.021 4.615 0.056 0 1 1 0 0 0 2 1 1
 20762  680  639 1 21.83  2.29 21.31 0.61   0.78 21.61 0.53   0.23 0.73 3.6638 0.0020 -0.521 0.016 -0.742 0.026 4.638 0.065 0 0 0 0 0 0 2 1 0
 20815 1265 1048 1 21.83  1.01 21.21 0.38   1.05 21.27 0.48   0.00 1.21 3.7923 0.0040 -0.055 0.005  0.303 0.016 4.421 0.042 0 0 0 0 0 0 2 1 0
 20826  676   62 1 21.18  1.04 22.34 0.42   1.50 22.44 0.45   0.10 1.21 3.7858 0.0026 -0.068 0.003  0.232 0.016 4.440 0.041 0 0 0 0 0 0 2 1 0
 20827  680  104 1 17.29  2.23 20.52 0.55   2.72 20.80 0.48   0.10 0.93 3.7014 0.0026 -0.289 0.012 -0.402 0.024 4.596 0.053 0 0 0 0 0 0 2 1 0
 20842 1277 1628 1 20.85  0.86 20.24 0.35   0.55 20.39 0.32   1.23 1.67 3.8821 0.0051  0.035 0.000  0.982 0.015 4.159 0.036 1 0 0 1 0 0 1 1 0
 20850  680  423 1 21.29  1.91 21.61 0.48   0.61 21.25 0.45   1.22 0.94 3.7189 0.0026 -0.234 0.010 -0.285 0.020 4.578 0.051 0 0 0 0 0 1 2 1 0
 20873  681 1152 1 18.42  1.93 22.06 0.62   3.87 21.46 0.37   1.92 1.69 3.8536 0.0045  0.027 0.003  0.841 0.024 4.292 0.040 0 1 0 0 5 0 2 1 0
 20885 1265 1170 1 20.66  0.85 21.29 0.37  48.26 21.93 0.35   1.24 2.32 0      0       0     0      0     0     0     0     1 1 1 1 0 0 0 1 1
 20889 1273 1104 1 21.04  0.82 21.93 0.36   1.38 21.83 0.28   0.19 2.30 0      0       0     0      0     0     0     0     1 0 0 1 0 0 0 1 1
 20890 1273  711 1 20.09  1.11 20.92 0.45   4.24 20.54 0.40   5.97 1.02 3.7401 0.0035 -0.171 0.007 -0.122 0.019 4.548 0.049 0 1 1 0 0 0 2 1 0
 20894 1265 1172 1 21.89  0.83 22.24 0.36   0.26 22.35 0.36   0.22 4.32 0      0       0     0      0     0     0     0     1 0 1 1 0 2 0 1 1
 20899 1269   22 1 21.09  1.08 21.62 0.40   0.28 22.47 0.40   1.68 1.14 3.7726 0.0025 -0.094 0.003  0.134 0.016 4.475 0.043 0 0 0 0 0 0 2 1 0
 20901  677 1116 1 20.33  0.84 21.37 0.35   2.29 21.49 0.43   0.69 1.94 3.8977 0.0032  0.038 0.000  1.213 0.014 4.055 0.029 0 0 0 0 0 0 1 1 1
 20916 1265  791 1 20.58  1.74 18.75 0.57   2.93 21.44 0.35   1.14 2.47 3.7925 0.0029 -0.054 0.003  0.738 0.026 4.421 0.034 0 1 1 1 1 1 2 1 1
 20935 1269  294 1 23.25  1.04 21.85 0.39   2.18 21.21 0.41   0.06 1.26 3.7953 0.0027 -0.048 0.003  0.431 0.015 4.412 0.039 0 1 1 0 3 0 2 1 0
 20948 1269  557 1 21.59  1.09 21.83 0.41   0.13 21.72 0.37   0.01 1.31 3.8165 0.0029 -0.011 0.001  0.465 0.016 4.352 0.039 1 0 0 1 0 0 2 1 0
 20949 1837  270 1 17.08  1.18 17.28 0.39   2.95 17.52 0.37   0.40 0.98 3.7345 0.0025 -0.188 0.006 -0.178 0.020 4.557 0.050 0 0 0 0 0 0 2 1 0
 20951 1269  697 1 24.19  1.76 22.30 0.56   1.21 21.93 0.39   0.23 0.91 3.7205 0.0026 -0.229 0.009 -0.287 0.022 4.576 0.054 1 0 0 1 0 0 2 1 0
 20978 1265  883 1 24.71  1.27 22.05 0.42   4.76 21.73 0.40   2.22 0.88 3.7137 0.0034 -0.250 0.013 -0.321 0.017 4.584 0.054 0 0 0 0 0 0 2 1 0
 20995 1265 1175 1 22.93  1.25 22.31 0.42   1.72 23.04 0.52   0.82 2.65 3.8539 0.0039  0.027 0.003  0.959 0.016 4.291 0.028 0 0 1 1 1 1 2 1 1
 21008 1273  583 1 19.94  0.93 19.10 0.38  14.49 19.64 0.36   0.56 1.31 3.8112 0.0042 -0.019 0.002  0.508 0.017 4.367 0.041 0 1 1 0 0 0 2 1 1
 21029 1265 1169 1 22.54  0.77 21.86 0.33   2.42 21.69 0.35   1.22 1.94 3.9110 0.0031  0.035 0.002  1.291 0.013 4.030 0.029 1 0 0 1 0 0 1 1 0
 21036  681 1153 1 21.84  0.89 22.42 0.36   0.53 22.64 0.38   0.04 1.74 3.8843 0.0033  0.035 0.000  1.021 0.014 4.146 0.032 1 0 0 1 0 0 1 1 1
 21039 1265 1174 1 22.55  1.09 21.72 0.39   1.17 21.84 0.34   0.71 1.69 3.8858 0.0033  0.035 0.000  1.020 0.016 4.140 0.033 1 1 1 1 0 0 1 1 1
 21053 1265  763 1 24.28  0.79 20.93 0.35  24.82 21.67 0.38   0.00 1.36 3.8232 0.0029 -0.002 0.002  0.658 0.015 4.337 0.037 1 0 0 1 0 0 2 4 1
 21066  673  700 1 22.96  0.99 21.89 0.39   1.66 21.40 0.53   1.31 1.26 3.8106 0.0037 -0.020 0.001  0.414 0.015 4.369 0.041 0 0 0 0 0 0 2 1 0
 21092    0    0 0 19.64  9.61 33.98 2.97   3.45  0    0      0    1.00 0      0       0     0      0     0     0     0     0 0 0 3 1 0 0 7 0
 21099 1273  428 1 21.81  1.25 21.74 0.47   1.05 22.16 0.38   0.20 0.99 3.7416 0.0035 -0.167 0.007 -0.145 0.019 4.545 0.050 0 0 0 0 0 0 2 1 0
 21112  681  829 1 19.46  1.02 19.62 0.43   2.29 18.82 0.45   0.32 1.19 3.7914 0.0050 -0.057 0.006  0.224 0.019 4.424 0.046 0 0 0 0 0 0 2 1 0
