ObjID,b,l,modelMag_g,modelMag_r
1237646586103400224,-11.9005411096969,207.29643035883,22.48895,20.5918
1237646586103400236,-11.9415783422287,207.387427245034,22.83144,21.1994
1237646586103400314,-11.9236789380773,207.415875382736,22.53203,20.67404
1237646586103465229,-11.7789827166482,207.429558560146,20.64904,19.1448
1237646586103465469,-11.8066983627598,207.342883041601,22.31554,20.59855
1237646586103465827,-11.7312249304528,207.443675301521,22.31792,20.50316
1237646586103529634,-11.5894540362645,207.447583657267,21.49619,19.4233
1237646586103529774,-11.6421578352333,207.54608600883,20.21874,18.68906
1237646586103530755,-11.6417120583791,207.52819352088,21.56419,19.69846
1237646586103596337,-11.4670135379287,207.478202824933,21.45378,19.55592
1237646586103596341,-11.5270602326813,207.600558040773,21.49813,19.69472
1237646586103661807,-11.3905393235978,207.555531990081,20.60316,18.9397
1237646586103727456,-11.3384367846531,207.730236358647,21.41875,19.82713
1237646586103727473,-11.1957718290774,207.608566602311,22.02382,20.25943
1237646586103791676,-11.149501147784,207.711865282384,20.09173,18.33228
1237646586103793105,-11.0612055835432,207.789330176,21.80337,19.93479
1237646586103857904,-11.03528465721,207.9001371169,18.7578,17.83528
1237646586103858470,-10.9509010984273,207.826894515737,21.51068,19.63092
1237646586103924093,-10.8537966677391,207.941589103211,20.65341,18.81297
1237646586103924304,-10.9033664530979,207.865482818401,22.53641,21.12252
1237646586103924327,-10.9291579505268,207.932957891269,22.56727,20.75015
1237646586103924531,-10.8164716987371,207.82293083345,22.55207,20.70334
1237646586103924578,-10.795048871449,207.820386993856,22.08462,20.15048
1237646586103989343,-10.6724385216091,207.910211265829,19.54812,18.01747
1237646586103989636,-10.6321720273855,207.959590243076,22.88545,21.12032
1237646586103989837,-10.7358694514406,208.065440269204,20.29757,18.77925
1237646586103989956,-10.6386645113748,207.942307024289,21.51931,19.8363
1237646586103990213,-10.7643493415816,208.002708615988,22.02453,20.25797
1237646586103990437,-10.6592568089029,207.926973402401,21.56309,19.79471
1237646586103990605,-10.6274757667422,207.96359343644,22.50959,20.86196
1237646586104053799,-10.6626038987196,208.042590909208,17.66906,18.09149
1237646586104055827,-10.5735624721132,208.025992675754,22.39054,20.41061
1237646586104056023,-10.5719018892838,208.117677936335,21.91522,20.14696
1237646586104119601,-10.4513835134411,208.159814861816,21.28646,19.74337
1237646586104120380,-10.442226533563,208.181560346868,19.67077,18.11167
1237646586104121288,-10.4196085313179,208.09488060613,22.18771,20.40321
1237646586104121396,-10.4029117644956,208.126823522153,21.70734,19.93199
1237646586104121401,-10.4196736525818,208.160213441536,21.98703,20.1491
1237646586104121416,-10.3677678934116,208.060508267956,22.00469,20.16984
1237646586104185998,-10.3093202566781,208.13895515602,19.33091,17.75235
1237646586104186179,-10.3132261526662,208.245614474695,19.36516,18.62327
1237646586104186948,-10.3345830531723,208.189542833886,22.26799,20.3844
1237646586104187088,-10.3177157991491,208.228791874406,21.90647,20.16092
1237646586632012211,-28.1217511552511,197.166904006784,19.71941,19.40872
1237646586632012403,-28.1081140651782,197.051412264779,20.37569,20.0855
1237646586632143372,-27.9323953549888,197.175182402214,20.54375,20.09368
1237646586632143386,-27.9105629803448,197.259522333562,20.49119,20.084
1237646586632208461,-27.8564563452276,197.441202549868,18.52965,17.88139
1237646586632208510,-27.7691515591353,197.335048898299,20.47306,19.85913
1237646586632208646,-27.8744079081896,197.473311553736,19.71309,19.44062
1237646586632208707,-27.7720723141287,197.380807214352,20.1619,19.79021
1237646586632208782,-27.6951642499121,197.355152559186,20.35485,20.62942
1237646586632208952,-27.8168380549058,197.3636519231,20.54102,20.10272
1237646586632208972,-27.7881460334701,197.429017934135,20.54319,20.15682
1237646586632274168,-27.7444602965278,197.464070385545,20.38666,19.06363
1237646586632274188,-27.6784640546868,197.384545531183,18.49796,17.9157
1237646586632274204,-27.7389006864483,197.527250411679,20.19035,20.02059
1237646586632274221,-27.6713165735645,197.423697688844,19.52518,19.24957
1237646586632274269,-27.6419733709962,197.461954245629,19.92083,20.3007
1237646586632339501,-27.5746334627254,197.502084606786,17.24797,16.77785
1237646586632339687,-27.4338171286361,197.517406910111,17.2198,16.87021
1237646586632340007,-27.5624854537956,197.585983301501,20.35601,20.02535
1237646586632340035,-27.4972015609659,197.578590688913,20.55393,20.09339
1237646586632405396,-27.3990597870237,197.724457133967,19.63987,19.39597
1237646586632405410,-27.3783989522169,197.703855457376,18.48468,17.91476
1237646586632405568,-27.4489660085575,197.699821945884,20.15632,20.14579
1237646586632470739,-27.2935534684539,197.763868633554,20.41023,20.10493
1237646586632471125,-27.3434872400292,197.770321346289,20.63143,20.25127
1237646586632471155,-27.2141457972413,197.708193284821,20.23719,19.8959
1237646586632536528,-27.238646824485,197.82590564365,20.36595,20.07265
1237646586632536576,-27.1364442305204,197.800644345915,20.58402,20.22524
1237646586632536596,-27.1723786105115,197.934656551171,20.42755,20.0635
1237646586632601881,-26.9465021903563,197.928583155638,19.90936,22.89984
1237646586632601973,-27.0537543327399,197.93087113555,20.44921,20.74359
1237646586632602066,-26.9928187460589,197.993721017583,20.19949,19.83751
1237646586632667475,-26.859120140853,197.965869678897,19.514,19.22114
1237646586632732996,-26.7139654933223,198.086663244807,20.13224,19.81966
1237646586632864239,-26.4564613391832,198.270929106453,19.67893,19.39108
1237646586632929641,-26.4067793872889,198.249390783765,19.9927,19.72723
1237646586632929771,-26.3465835921955,198.346595621713,19.71047,19.3925
1237646586632929918,-26.4087215988761,198.421621838213,20.37651,20.02707
1237646586632994890,-26.2702005773507,198.29942958625,19.78853,19.51727
1237646586632994987,-26.2072779247434,198.34924846194,20.1156,19.76224
1237646586632995190,-26.3045000955978,198.423295391364,19.91895,19.57593
1237646586632995193,-26.2615336546679,198.349065140112,20.03556,19.72927
1237646586632995236,-26.2906044465318,198.514463814693,19.67177,19.3653
1237646586632995505,-26.1877327713064,198.395934656875,20.31897,19.98846
1237646586633060409,-26.2020728567235,198.551563052076,20.24235,19.94366
1237646586633060609,-26.2176804872903,198.545935611071,20.32528,20.59954
1237646586633060712,-26.1251471232858,198.571194773041,19.7438,19.43073
1237646586633060757,-26.1293252530475,198.634288269676,20.11237,19.73809
1237646586633060820,-26.0833898941956,198.598445479589,20.17134,19.85973
1237646586633126300,-26.0429203107008,198.692236255096,19.90704,19.53508
1237646586633126358,-25.9636528153264,198.6481255885,19.869,19.53639
1237646586633126385,-25.9868416101949,198.714525946638,19.50315,19.19427
1237646586636665522,-18.9175230743962,202.866123068535,19.64305,18.20601
1237646586636730952,-18.8727518891848,202.913758415578,19.94699,18.39215
1237646586636731158,-18.8521319959784,203.024305700855,20.03107,18.53181
1237646586636796262,-18.6519308459503,203.00557560791,22.22391,20.53151
1237646586636796773,-18.7063630995733,203.098377286672,19.53882,18.83024
1237646586636861771,-18.5470583288128,203.126517503717,15.87497,15.47922
1237646586636862349,-18.4954090023933,203.142850644053,21.05177,19.55672
1237646586636862719,-18.5655711186295,203.128045582952,20.93962,20.2139
1237646586636927540,-18.4297583449627,203.140384873326,19.81887,18.49107
1237646586636927735,-18.3578637834576,203.210702179714,18.709,17.27561
1237646586636928085,-18.4337710535332,203.096862963272,21.44141,19.82179
1237646586636993178,-18.2734619125106,203.202600975596,18.47707,17.05319
1237646586637123785,-18.0910007219976,203.48814794841,16.27516,15.92486
1237646586637124200,-18.0840093495104,203.442416572242,19.9383,19.43718
1237646586637124709,-18.0600507980459,203.52582631538,20.40827,20.61988
1237646586637189555,-17.8809696415468,203.577978129691,17.22204,16.47627
1237646586637189908,-17.8990287650975,203.576250465179,19.72577,19.05769
1237646586637190078,-17.9449269000592,203.60335497285,20.71047,19.18646
1237646586637320757,-17.6491541416524,203.62084369996,21.19288,19.63399
1237646586637320981,-17.6862755794598,203.607616154557,21.72475,20.1801
1237646586637451455,-17.3954322931908,203.782012661139,17.90319,17.35665
1237646586637451525,-17.3641145072607,203.767368562269,17.87029,17.28064
1237646586637452179,-17.4052736071656,203.911810249699,20.88684,19.10313
1237646586637452210,-17.276800633235,203.763854538101,21.05557,19.17641
1237646586637452237,-17.4063007390909,203.929289869044,21.20933,19.89197
1237646586637452341,-17.4550141639273,203.783243901874,22.04423,20.29449
1237646586637452521,-17.3868129307298,203.82663212198,20.61291,19.44593
1237646586637452566,-17.3988539698184,203.891056505425,21.81081,20.80564
1237646586637452603,-17.3324147082298,203.801605069153,22.35003,20.59139
1237646586637516847,-17.2532707617518,203.830659190782,15.68392,15.06611
1237646586637516849,-17.2179506491985,203.866709561825,16.19183,15.57781
1237646586637516855,-17.1806619056941,203.843195199931,17.01392,16.4306
1237646586637516892,-17.2409050620869,203.83758336407,20.71889,19.65849
1237646586637516897,-17.2256976747919,203.852755245285,20.99109,19.78892
1237646586637517050,-17.1941902230712,203.902457199338,20.48033,19.82835
1237646586637517261,-17.2741469121545,203.831986899946,18.2703,16.84716
1237646586637517282,-17.2864328379508,203.894552084519,18.00301,17.44231
1237646586637517637,-17.2091690003346,203.958518570918,20.67873,19.1508
1237646586637517659,-17.3591568896362,203.956326618446,21.8592,20.21459
1237646586637517670,-17.2615364140605,203.796655846874,21.87321,19.91848
1237646586637517769,-17.2731705363986,203.769537898243,21.64817,20.53949
1237646586637517955,-17.2828929821925,203.970919613597,21.58499,19.95782
1237646586637648345,-17.019356849681,203.97623282181,18.62622,17.15586
1237646586637648849,-17.0281256077607,203.97722752614,21.6574,19.87028
1237646586638566371,-15.1731194095684,204.971036466307,22.21431,20.36404
1237646586638566450,-15.203352735192,205.085529941402,22.07768,20.46829
1237646586638632084,-15.004517510362,205.053686777911,23.44354,21.51738
1237646586638632090,-15.0356330915232,205.119283720009,22.08721,20.15634
1237646586638632337,-15.0108278438385,205.230780797398,22.28016,20.59161
1237646586638697552,-14.8954298026493,205.195253686297,22.83521,21.03011
1237646586638697638,-14.8677740129525,205.186067870258,22.33392,20.22222
1237646586638762197,-14.8233733465797,205.310596826904,19.04965,17.68173
1237646586638762545,-14.6903245622436,205.278912683345,20.96457,18.88589
1237646586638827524,-14.6598308936601,205.301301635875,20.86459,19.35357
1237646586638827842,-14.5423681500088,205.307301378794,21.33312,19.35855
1237646586638827874,-14.618689548843,205.324135683059,22.41222,19.91744
1237646586638828067,-14.6000541705615,205.300804476354,21.7328,19.80163
1237646586638828352,-14.590242122797,205.429087440554,23.68768,20.69414
1237646586638893261,-14.4933337060973,205.366988218889,20.01358,17.56207
1237646586638893353,-14.4807068877468,205.371255804657,20.62696,19.25779
1237646586638893383,-14.5332375325275,205.37546988666,24.35052,21.37096
1237646586638958659,-14.3511161223001,205.431013326068,19.07206,17.53716
1237646586638958843,-14.2950997547212,205.545236453547,21.11359,19.15107
1237646586638958853,-14.4268435944747,205.542370393825,21.99439,20.33229
1237646586638958862,-14.3741538701275,205.507512501212,21.96968,19.63791
1237646586639024138,-14.233677892539,205.458899144304,19.13946,17.71021
1237646586639024614,-14.1590835407692,205.614095355636,20.65476,18.62299
1237646586639024643,-14.1676523410957,205.567871166307,21.26946,19.53078
1237646586639089965,-14.0769371609981,205.697086052835,19.86892,18.37764
1237646586639090207,-14.0975436649744,205.679527668474,22.16119,20.06469
1237646586639090551,-14.0036313371582,205.632479940485,23.02201,20.49341
1237646586639155584,-13.9738000815693,205.703363649582,20.59499,19.16596
1237646586639155669,-13.9761517778783,205.645021722601,22.74,20.32409
1237646586639156174,-13.9226385842587,205.632895757402,23.54387,20.47257
1237646586639221362,-13.8603353547284,205.711561746677,21.09372,18.87259
1237646586639221530,-13.7819023253739,205.846304089437,21.99514,20.04241
1237646586639221642,-13.9105899856338,205.851081943411,22.16304,20.10925
1237646586639287007,-13.6782279890176,205.977599334847,21.04733,18.91747
1237646586639287071,-13.647556503125,205.807073733673,21.93954,19.84412
1237646586639287302,-13.7623364277965,205.956513711191,22.9961,21.13555
1237646586639287538,-13.6563597559642,205.959342621813,22.64656,20.52197
1237646586639352222,-13.5768864036461,205.968584735124,19.09289,17.61198
1237646586639352588,-13.5306652288305,205.998047658899,20.58782,19.0962
1237646586639352699,-13.6598135268526,206.015264631738,22.0735,19.99148
1237646586639352751,-13.5651593233675,205.858214091309,22.93389,20.70405
1237646586639352828,-13.5938188826992,205.96753427113,22.06512,20.11779
1237646586639352944,-13.5679322450512,205.992719822258,22.65507,20.61436
1237646586639352968,-13.5784074220818,206.029224514188,22.57748,20.41363
1237646586639353069,-13.5408222544928,206.044445020442,22.53072,20.51511
1237646586639418008,-13.3679019726525,206.019206126965,19.64901,18.51075
1237646586639418183,-13.4747489455088,206.063574736433,21.51826,19.42524
1237646586639418376,-13.4131561611693,205.929176931335,22.53357,20.47615
1237646586639418462,-13.4294550062997,206.018469436645,22.6812,20.62172
1237646586639483643,-13.3353638992307,206.159684160578,20.59314,18.66318
1237646586639483978,-13.319303635231,206.078417744309,22.9174,20.82561
1237646586639484071,-13.2918670303596,206.084942693417,22.60655,20.70956
1237646586639484149,-13.2632003205844,206.086034302285,22.76403,20.83506
1237646586639549154,-13.2135543411669,206.241004713456,20.51059,19.06389
1237646586639549252,-13.158400368493,206.183465557133,22.08641,19.92382
1237646586639549264,-13.1387944678623,206.235199094841,22.5032,20.53821
1237646586639549428,-13.2044634109905,206.135841826821,22.5015,20.47417
1237646586639549634,-13.1435516615778,206.190888993073,22.93058,21.46748
1237646586639614621,-13.00476464269,206.22369738165,21.60742,20.13338
1237646586639614732,-13.0779032260605,206.157224181435,22.50541,20.42004
1237646586639614786,-13.0750747103843,206.191874647461,22.56802,20.42132
1237646586639615052,-12.98919636136,206.214979679057,22.78469,20.47838
1237646586639746245,-12.7286437782186,206.305272501409,22.37969,20.36311
1237646586639876930,-12.4975050705298,206.44426734527,21.66263,19.75994
1237646586639876960,-12.4037657626919,206.471010087703,21.52256,19.50342
1237646586639877244,-12.4830342297437,206.537758315972,22.3545,20.48247
1237646586639941817,-12.3923063310592,206.656059024568,21.79069,19.75558
1237646586639942633,-12.4178814411839,206.52086738839,21.38418,19.36215
1237646586639942806,-12.3749482462013,206.49056201546,22.69377,20.55343
1237646586639943110,-12.335977271057,206.639785042926,22.64469,20.62171
1237646586640008265,-12.1556074593752,206.592294064625,21.79802,19.90233
1237646586640008267,-12.2157543815781,206.748766748134,21.74873,19.90436
1237646586640008502,-12.2377769858249,206.571502310714,22.60004,20.63717
1237646586640008533,-12.2842751899658,206.67672258577,22.68299,20.6054
1237646586640008762,-12.1688689589515,206.589872463248,22.53566,20.75913
1237646586640074118,-12.1718599417242,206.80907295903,21.41846,19.55416
1237646586640074120,-12.0809265025308,206.633088371694,22.21785,20.18912
1237646586640074220,-12.0728337962565,206.666442119135,22.52239,20.7154
1237646586640074328,-12.114589348112,206.820647672493,21.96851,20.07509
1237646586640074407,-12.06340646296,206.77917643038,22.24532,20.27449
1237646586640139672,-12.079831110322,206.870776923633,22.46849,20.73474
1237646586640139709,-12.0477070853388,206.840514661058,22.73335,20.71287
1237646586640139766,-12.0306932692231,206.849959155782,21.71655,19.82012
1237646586640205067,-11.8815275673039,206.876730083882,20.94446,19.45819
1237646586640205075,-11.8282017813491,206.839498204505,22.03085,20.17726
1237646586640205264,-11.9108757565417,206.893756574706,22.51371,20.59457
1237646586640270718,-11.7637520628781,206.93354905256,21.28367,19.49846
1237646586640270728,-11.6900458366746,206.851747235209,20.989,19.21576
1237646586640271125,-11.7356526015639,207.019069234047,22.8518,20.61094
1237646586640335974,-11.4993106108531,206.994668883408,19.68398,18.21942
1237646586640336183,-11.5520940912529,206.92888831721,21.5085,19.53159
1237646586640336699,-11.602246779664,207.107495756158,22.19324,20.48936
1237646586640401575,-11.3775079408867,207.065585853322,19.21232,17.72695
1237646586640402058,-11.5181362401009,207.138369172728,22.2408,20.51491
1237646586640402349,-11.3674080371953,207.034917528922,22.00545,20.65559
1237646586640402565,-11.5384780798155,207.152691665181,23.99043,22.24391
1237646586640467227,-11.4020883935013,207.181364222322,20.76488,20.16434
1237646586640467241,-11.2936387219181,207.114161345246,21.47232,19.79217
1237646586640467579,-11.3416400099062,207.22194998136,22.08986,20.28975
1237646586640531757,-11.1601655700801,207.332726813725,21.53047,19.48335
1237646586640532672,-11.2314808755491,207.221714015791,20.89259,18.9688
1237646586640532766,-11.1413390483131,207.158385350528,21.12681,19.17493
1237646586640598115,-11.035438139132,207.242987783548,21.90772,19.81415
1237646586640598117,-11.0797467415636,207.348523370355,22.01005,20.25849
1237646586640598121,-11.0318104558272,207.292754164186,21.50521,19.8499
1237646586640598194,-11.1138174209049,207.277270371688,22.31954,20.42859
1237646586640598291,-11.113813190718,207.340166143878,22.25804,20.28347
1237646586640598459,-11.0530322480766,207.35105395664,22.78654,20.73507
1237646586640598550,-11.0279249740359,207.351548095555,23.29585,21.76506
1237646586640663820,-10.8676567992192,207.425631913031,21.45658,19.5289
