52172.231360 r 18.968 0.011
52172.232193 i 18.842 0.012
52172.233027 u 20.415 0.065
52172.233860 z 18.736 0.035
52172.234693 g 19.364 0.012
52930.081886 r 19.013 0.012
52930.082719 i 18.781 0.012
52930.083553 u 20.585 0.075
52930.084386 z 18.827 0.038
52930.085219 g 19.359 0.012
52931.082718 r 18.962 0.015
52931.083551 i 18.723 0.014
52931.084385 u 20.394 0.067
52931.085218 z 18.804 0.037
52931.086051 g 19.336 0.015
52935.079680 r 18.984 0.012
52935.080513 i 18.784 0.012
52935.081347 u 20.427 0.068
52935.082180 z 18.707 0.038
52935.083013 g 19.406 0.013
53313.072882 r 19.076 0.015
53313.073715 i 18.817 0.019
53313.074549 u 20.714 0.113
53313.075382 z 18.891 0.071
53313.076215 g 19.420 0.020
53625.178093 r 19.061 0.013
53625.178926 i 18.818 0.012
53625.179760 u 20.529 0.082
53625.180593 z 18.793 0.035
53625.181426 g 19.361 0.015
53634.131598 r 18.949 0.022
53634.132431 i 18.372 0.016
53634.133265 u 20.827 0.197
53634.134098 z 18.670 0.070
53634.134931 g 18.905 0.023
53636.137130 r 18.939 0.013
53636.137963 i 18.775 0.013
53636.138797 u 20.515 0.076
53636.139630 z 18.870 0.039
53636.140463 g 19.368 0.012
53645.196798 r 18.988 0.012
53645.197631 i 18.856 0.015
53645.198465 u 20.395 0.077
53645.199298 z 18.822 0.037
53645.200131 g 19.350 0.012
53655.109134 r 19.020 0.014
53655.109967 i 18.782 0.013
53655.110801 u 20.466 0.104
53655.111634 z 18.771 0.037
53655.112467 g 19.315 0.017
53664.134094 r 18.938 0.015
53664.134927 i 18.803 0.014
53664.135761 u 20.392 0.104
53664.136594 z 18.862 0.050
53664.137427 g 19.369 0.020
53666.097694 r 18.936 0.011
53666.098527 i 19.103 0.014
53666.099361 u 20.313 0.056
53666.100194 z 18.641 0.034
53666.101027 g 19.325 0.014
53669.093332 r 18.980 0.012
53669.094165 i 18.747 0.011
53669.094999 u 20.413 0.063
53669.095832 z 18.787 0.035
53669.096665 g 19.351 0.012
53674.077567 r 18.925 0.012
53674.078400 i 18.774 0.012
53674.079234 u 20.495 0.071
53674.080067 z 18.785 0.039
53674.080900 g 19.249 0.013
53681.130464 r 19.137 0.030
53681.131297 i 18.873 0.020
53681.132131 u 20.397 0.112
53681.132964 z 18.653 0.057
53681.133797 g 19.514 0.027
53687.127861 r 19.085 0.021
53687.128694 i 18.828 0.016
53687.129528 u 21.008 0.355
53687.130361 z 18.890 0.050
53687.131194 g 19.479 0.032
53697.087488 r 18.999 0.046
53697.088321 i 18.887 0.051
53697.089155 u 20.563 0.318
53697.089988 z 18.646 0.136
53697.090821 g 19.406 0.046
53700.086451 r 19.031 0.013
53700.087284 i 18.875 0.013
53700.088118 u 20.467 0.079
53700.088951 z 18.727 0.040
53700.089784 g 19.353 0.013
53705.073120 r 18.853 0.016
53705.073953 i 18.733 0.018
53705.074787 u 20.480 0.090
53705.075620 z 18.699 0.049
53705.076453 g 19.282 0.019
53975.158112 r 18.992 0.248
53975.158945 i 18.752 0.067
53975.159779 u 20.713 0.107
53975.160612 z 19.111 0.090
53975.161445 g 19.274 0.450
53994.153553 r 18.940 0.113
53994.154386 i 18.768 0.092
53994.155220 u 20.524 0.065
53994.156053 z 18.812 0.044
53994.156886 g 19.355 0.022
53998.133464 r 18.919 0.104
#53998.134298 i 18.774 1.548
53998.135131 u 20.459 0.166
53998.135964 z 18.634 0.714
#53998.136798 g 19.621 2.109
54005.170714 r 18.968 0.024
54005.171547 i 18.782 0.029
54005.172381 u 20.428 0.059
54005.173214 z 18.778 0.040
54005.174047 g 19.324 0.023
54010.118939 r 18.905 0.025
54010.119773 i 18.806 0.042
54010.120606 u 20.364 0.084
54010.121439 z 18.704 0.039
54010.122273 g 19.378 0.027
54012.111812 r 18.952 0.029
54012.112645 i 18.881 0.039
54012.113479 u 20.306 0.121
54012.114312 z 18.747 0.043
54012.115145 g 19.438 0.042
54022.167045 r 18.962 0.032
54022.167878 i 18.799 0.036
#54022.168712 u -99.000 0.117
54022.169545 z 18.863 0.056
54022.170378 g 19.361 0.027
54028.108136 r 18.974 0.135
54028.108970 i 18.787 0.058
54028.109803 u 20.688 0.110
54028.110636 z 18.830 0.068
54028.111470 g 19.332 0.325
54030.111327 r 18.915 0.035
54030.112160 i 18.722 0.043
54030.112994 u 20.396 0.066
54030.113827 z 18.828 0.047
54030.114660 g 19.329 0.044
54032.100587 r 19.066 0.039
54032.101420 i 18.854 0.033
54032.102254 u 20.411 0.130
54032.103087 z 18.894 0.082
54032.103920 g 19.362 0.031
54037.092566 r 18.965 0.091
54037.093399 i 18.822 0.046
54037.094233 u 20.530 0.095
54037.095066 z 18.648 0.043
54037.095899 g 20.041 0.139
54040.107046 r 18.916 0.037
54040.107879 i 18.810 0.034
54040.108712 u 20.356 0.124
54040.109546 z 18.708 0.051
54040.110379 g 19.329 0.059
54050.091676 r 18.960 0.113
54050.092509 i 18.793 0.062
54050.093342 u 20.553 0.090
54050.094176 z 18.801 0.063
54050.095009 g 19.372 0.056
54057.068165 r 18.941 0.059
54057.068999 i 18.805 0.051
54057.069832 u 20.294 0.073
54057.070665 z 18.729 0.065
54057.071499 g 19.333 0.062
#54059.093799 r 19.014 2.139
#54059.094633 i 18.926 2.562
54059.095466 u 20.907 0.159
#54059.096299 z 19.000 1.204
#54059.097133 g 19.420 1.069
54061.104849 r 19.014 0.121
54061.105683 i 18.944 0.136
54061.106516 u 21.204 0.203
54061.107349 z 18.697 0.078
#54061.108183 g 19.826 1.822
#54062.098706 r 19.267 2.302
#54062.099540 i 19.202 2.672
54062.100373 u 21.475 0.330
#54062.101206 z 19.461 2.169
#54062.102040 g 19.264 1.228
#54068.088671 r 18.974 1.481
#54068.089505 i 19.024 1.875
54068.090338 u 20.729 0.449
#54068.091171 z 19.157 1.754
#54068.092005 g 19.425 1.196
54357.136985 r 18.903 0.033
54357.137818 i 18.771 0.023
54357.138651 u 20.556 0.072
54357.139485 z 18.833 0.050
54357.140318 g 19.349 0.026
54365.134840 r 18.891 0.106
54365.135674 i 18.747 0.035
54365.136507 u 20.384 0.115
54365.137340 z 18.741 0.055
54365.138174 g 19.429 0.170
54385.184814 r 18.966 0.046
54385.185647 i 18.739 0.271
54385.186481 u 20.539 0.090
54385.187314 z 18.829 0.049
54385.188147 g 19.317 0.029
#54387.185318 r 19.078 1.760
#54387.186151 i 18.780 1.710
54387.186985 u 21.136 0.215
54387.187818 z 19.225 0.831
#54387.188651 g 19.425 1.451
#54390.188355 r 19.038 1.942
#54390.189188 i 18.691 1.557
54390.190022 u 20.736 0.272
#54390.190855 z 18.832 1.448
#54390.191688 g 19.365 1.221
54402.178501 r 18.904 0.074
54402.179334 i 18.818 0.085
54402.180168 u 20.444 0.193
54402.181001 z 18.788 0.058
54402.181834 g 19.386 0.048
