Title:   The MACHO Project LMC Variable Star Inventory. XII. 
Three Cepheid Variables in Eclipsing Binaries
Authors: The MACHO Collaboration 
===========================================================
Byte-by-byte Description of file: tab4.txt
-----------------------------------------------------------
   Bytes Format Units   Label     Explanations
-----------------------------------------------------------
   1- 13  F13.5  days    HJD	  Heliocentric Julian Date
  15- 21  F7.4   mag     Vmag     V magnitude
  23- 28  F6.1   mag     e_Vmag   error in V magnitude
  31- 34  A5     ---     Source   Source of obervation
-----------------------------------------------------------
2448886.25480 15.5390 0.0150 MACHO
2448888.15230 15.6790 0.0170 MACHO
2448889.20710 15.6940 0.0160 MACHO
2448893.23740 15.8760 0.0170 MACHO
2448895.21320 16.0230 0.0190 MACHO
2448896.18200 16.1130 0.0160 MACHO
2448897.24090 16.0870 0.0170 MACHO
2448902.27770 15.5770 0.0150 MACHO
2448917.16550 15.8170 0.0160 MACHO
2448919.19520 15.4720 0.0150 MACHO
2448924.20640 15.6990 0.0150 MACHO
2448933.25020 16.0810 0.0240 MACHO
2448940.15000 15.6570 0.0160 MACHO
2448942.17400 15.7230 0.0160 MACHO
2448949.13640 16.1180 0.0160 MACHO
2448965.13650 15.9770 0.0190 MACHO
2448966.11000 16.0410 0.0180 MACHO
2448966.21550 16.0290 0.0160 MACHO
2448967.08990 16.0570 0.0180 MACHO
2448967.22680 16.0380 0.0190 MACHO
2448968.22870 16.0050 0.0160 MACHO
2448975.01650 15.6520 0.0160 MACHO
2448985.13830 16.0600 0.0180 MACHO
2448985.99550 16.0210 0.0160 MACHO
2448986.11460 16.0110 0.0160 MACHO
2448986.16060 15.9520 0.0160 MACHO
2448986.22930 15.9640 0.0160 MACHO
2448987.97880 15.7100 0.0150 MACHO
2448988.10660 15.6980 0.0160 MACHO
2448988.15700 15.6670 0.0150 MACHO
2448988.97070 15.5390 0.0160 MACHO
2448989.11850 15.5330 0.0160 MACHO
2448989.16200 15.5150 0.0160 MACHO
2448989.99380 15.4850 0.0160 MACHO
2448996.00410 15.8190 0.0180 MACHO
2448996.94120 15.8780 0.0160 MACHO
2448997.05510 15.8980 0.0160 MACHO
2448998.94310 16.0260 0.0160 MACHO
2448999.05300 16.0360 0.0160 MACHO
2448999.17600 16.0400 0.0170 MACHO
2449000.95680 16.1820 0.0170 MACHO
2449001.13630 16.1770 0.0240 MACHO
2449001.94620 16.2270 0.0160 MACHO
2449002.94380 16.2050 0.0160 MACHO
2449003.98230 16.0580 0.0230 MACHO
2449004.93600 15.8660 0.0150 MACHO
2449006.95280 15.5180 0.0150 MACHO
2449007.05200 15.5240 0.0150 MACHO
2449007.13680 15.5150 0.0160 MACHO
2449007.94710 15.5590 0.0170 MACHO
2449008.11450 15.5730 0.0160 MACHO
2449011.11670 15.6550 0.0180 MACHO
2449012.11590 15.6940 0.0190 MACHO
2449015.12150 15.8280 0.0180 MACHO
2449016.94470 16.0850 0.0170 MACHO
2449019.20670 16.4370 0.0180 MACHO
2449021.03280 16.4320 0.0180 MACHO
2449021.18450 16.3530 0.0170 MACHO
2449021.21530 16.3850 0.0190 MACHO
2449025.97270 15.9610 0.0160 MACHO
2449026.18760 15.9540 0.0170 MACHO
2449029.94210 16.0310 0.0160 MACHO
2449031.96320 15.8770 0.0170 MACHO
2449032.93890 15.9270 0.0170 MACHO
2449033.05620 15.9240 0.0180 MACHO
2449036.06680 16.1200 0.0160 MACHO
2449037.14510 16.1340 0.0190 MACHO
2449041.18670 15.6400 0.0180 MACHO
2449042.12790 15.6030 0.0240 MACHO
2449042.94360 15.5460 0.0160 MACHO
2449043.94110 15.5560 0.0150 MACHO
2449044.04260 15.5590 0.0160 MACHO
2449044.15600 15.5670 0.0150 MACHO
2449045.12530 15.5750 0.0190 MACHO
2449045.21330 15.5840 0.0190 MACHO
2449045.92550 15.6100 0.0150 MACHO
2449046.03140 15.6220 0.0160 MACHO
2449046.15910 15.6070 0.0160 MACHO
2449048.92150 15.7620 0.0160 MACHO
2449049.02500 15.7690 0.0160 MACHO
2449049.15520 15.7590 0.0170 MACHO
2449049.92120 15.8260 0.0160 MACHO
2449050.06290 15.8320 0.0160 MACHO
2449050.20650 15.8690 0.0180 MACHO
2449051.91770 16.0140 0.0170 MACHO
2449054.02740 16.1250 0.0180 MACHO
2449054.15090 16.0960 0.0230 MACHO
2449056.15390 16.0500 0.0190 MACHO
2449058.90890 15.5070 0.0150 MACHO
2449059.91900 15.5090 0.0150 MACHO
2449060.90210 15.5650 0.0150 MACHO
2449061.14590 15.5670 0.0160 MACHO
2449061.90470 15.6030 0.0150 MACHO
2449062.08520 15.6110 0.0160 MACHO
2449063.01360 15.6450 0.0160 MACHO
2449065.00190 15.7580 0.0160 MACHO
2449065.11940 15.7670 0.0160 MACHO
2449065.99710 15.8220 0.0150 MACHO
2449066.12240 15.8280 0.0160 MACHO
2449068.03860 15.9040 0.0170 MACHO
2449068.95900 15.9900 0.0150 MACHO
2449069.06100 15.9750 0.0160 MACHO
2449070.04190 16.0210 0.0160 MACHO
2449070.14420 16.0560 0.0160 MACHO
2449073.88340 16.0330 0.0160 MACHO
2449075.03030 15.7870 0.0180 MACHO
2449076.14500 15.5580 0.0180 MACHO
2449076.93500 15.5100 0.0160 MACHO
2449077.07970 15.5190 0.0160 MACHO
2449077.92500 15.5280 0.0150 MACHO
2449078.05900 15.5610 0.0260 MACHO
2449079.16220 15.5780 0.0170 MACHO
2449080.99140 15.6180 0.0160 MACHO
2449081.00940 15.6250 0.0160 MACHO
2449082.93610 15.6580 0.0180 MACHO
2449082.96100 15.6520 0.0210 MACHO
2449084.00430 15.7020 0.0200 MACHO
2449084.92390 15.7610 0.0170 MACHO
2449085.90730 15.8560 0.0160 MACHO
2449086.91470 15.9340 0.0160 MACHO
2449087.03290 15.9520 0.0170 MACHO
2449088.03450 16.0620 0.0160 MACHO
2449088.92780 16.0960 0.0160 MACHO
2449089.93030 16.1480 0.0160 MACHO
2449092.90610 15.6880 0.0160 MACHO
2449093.87430 15.5510 0.0150 MACHO
2449094.87710 15.5170 0.0150 MACHO
2449097.87940 15.6110 0.0150 MACHO
2449098.00690 15.6280 0.0160 MACHO
2449098.87360 15.6420 0.0150 MACHO
2449098.97990 15.6570 0.0150 MACHO
2449099.86710 15.6770 0.0150 MACHO
2449099.96870 15.6910 0.0150 MACHO
2449100.96770 15.7350 0.0150 MACHO
2449101.87990 15.7900 0.0150 MACHO
2449101.98460 15.7920 0.0160 MACHO
2449103.87610 15.9170 0.0160 MACHO
2449103.97730 15.9460 0.0160 MACHO
2449106.95730 16.1280 0.0170 MACHO
2449107.06120 16.1120 0.0180 MACHO
2449107.89380 16.1000 0.0160 MACHO
2449108.02770 16.1230 0.0170 MACHO
2449108.87940 16.0140 0.0160 MACHO
2449111.94020 15.5510 0.0180 MACHO
2449112.88450 15.5230 0.0150 MACHO
2449114.87020 15.5880 0.0160 MACHO
2449116.03070 15.6530 0.0160 MACHO
2449117.87340 15.6830 0.0160 MACHO
2449118.85480 15.7280 0.0180 MACHO
2449120.85390 15.8840 0.0170 MACHO
2449122.88160 16.0220 0.0220 MACHO
2449123.86170 16.1080 0.0160 MACHO
2449124.86070 16.1490 0.0160 MACHO
2449125.85600 16.1250 0.0160 MACHO
2449126.85660 15.9740 0.0160 MACHO
2449127.86530 15.7440 0.0160 MACHO
2449127.90060 15.7430 0.0150 MACHO
2449128.31910 15.6280 0.0160 MACHO
2449130.89950 15.4960 0.0170 MACHO
2449131.99800 15.5680 0.0190 MACHO
2449132.98310 15.5900 0.0190 MACHO
2449133.91890 15.6490 0.0160 MACHO
2449134.85590 15.6820 0.0150 MACHO
2449135.31500 15.7210 0.0160 MACHO
2449135.84480 15.7440 0.0150 MACHO
2449138.90860 15.9420 0.0190 MACHO
2449140.84600 16.0400 0.0300 MACHO
2449141.26540 16.1090 0.0240 MACHO
2449142.27400 16.0970 0.0240 MACHO
2449143.25780 16.0800 0.0330 MACHO
2449143.85480 16.0230 0.0170 MACHO
2449144.25870 15.9800 0.0220 MACHO
2449144.84870 15.8450 0.0160 MACHO
2449145.27650 15.7770 0.0190 MACHO
2449146.84420 15.4850 0.0170 MACHO
2449152.84380 15.7560 0.0160 MACHO
2449153.25600 15.7900 0.0170 MACHO
2449153.85150 15.7870 0.0160 MACHO
2449154.84510 15.8310 0.0190 MACHO
2449154.85840 15.8170 0.0230 MACHO
2449155.86840 15.8830 0.0290 MACHO
2449156.84960 15.9540 0.0170 MACHO
2449157.85030 16.0200 0.0210 MACHO
2449162.25980 15.9920 0.0210 MACHO
2449162.88500 15.8860 0.0160 MACHO
2449163.23290 15.8210 0.0180 MACHO
2449163.84720 15.6980 0.0160 MACHO
2449164.25390 15.6440 0.0160 MACHO
