Title:   The MACHO Project LMC Variable Star Inventory. XII. 
Three Cepheid Variables in Eclipsing Binaries
Authors: The MACHO Collaboration 
===========================================================
Byte-by-byte Description of file: tab6.txt
-----------------------------------------------------------
   Bytes Format Units   Label     Explanations
-----------------------------------------------------------
   1- 13  F13.5  days    HJD	  Heliocentric Julian Date
  15- 21  F7.4   mag     Vmag     V magnitude
  23- 28  F6.1   mag     e_Vmag   error in V magnitude
  31- 34  A5     ---     Source   Source of obervation
-----------------------------------------------------------
2448919.24260 17.1530 0.0220 MACHO
2448920.04760 17.0300 0.0230 MACHO
2448921.04080 17.1880 0.0220 MACHO
2448924.25670 16.9930 0.0230 MACHO
2448927.99640 16.9700 0.0270 MACHO
2448929.03000 17.1960 0.0200 MACHO
2448929.97740 16.9830 0.0240 MACHO
2448930.97620 17.1670 0.0360 MACHO
2448931.99100 17.0060 0.0240 MACHO
2448932.16440 16.9770 0.0240 MACHO
2448934.13420 16.9560 0.0220 MACHO
2448936.13460 16.9940 0.0420 MACHO
2448938.18980 16.9860 0.0300 MACHO
2448939.01450 17.1340 0.0280 MACHO
2448940.03150 17.0110 0.0240 MACHO
2448942.09230 17.0510 0.0500 MACHO
2448948.14020 17.0280 0.0340 MACHO
2448949.19300 17.1290 0.0220 MACHO
2448950.02830 17.0990 0.0270 MACHO
2448965.17790 17.1020 0.0360 MACHO
2448966.02590 17.1810 0.0350 MACHO
2448967.01700 17.0440 0.0280 MACHO
2448985.02220 16.9510 0.0250 MACHO
2448988.03290 17.1290 0.0460 MACHO
2448989.01740 16.9720 0.0220 MACHO
2448989.21100 16.9980 0.0260 MACHO
2448990.03490 17.1530 0.0260 MACHO
2448996.98310 17.0680 0.0210 MACHO
2448997.22660 16.9740 0.0270 MACHO
2448998.98480 17.0420 0.0220 MACHO
2448999.20970 17.0050 0.0270 MACHO
2449000.99970 17.0290 0.0280 MACHO
2449001.18290 16.9970 0.0270 MACHO
2449001.98760 17.1310 0.0240 MACHO
2449002.18120 17.1780 0.0300 MACHO
2449002.98500 17.0640 0.0210 MACHO
2449004.23830 17.1810 0.1430 MACHO
2449006.99490 17.1000 0.0190 MACHO
2449007.17960 16.9980 0.0270 MACHO
2449008.00340 17.0960 0.0270 MACHO
2449008.16290 17.1430 0.0240 MACHO
2449011.09580 17.0920 0.0190 MACHO
2449011.17010 17.0730 0.0210 MACHO
2449015.18290 17.0500 0.0350 MACHO
2449019.01700 17.2120 0.0180 MACHO
2449024.98480 17.1240 0.0400 MACHO
2449030.03060 16.9930 0.0240 MACHO
2449032.98010 17.1840 0.0280 MACHO
2449037.19220 17.1950 0.0330 MACHO
2449041.00950 17.1630 0.0230 MACHO
2449043.23790 17.1800 0.0300 MACHO
2449044.00500 16.9800 0.0200 MACHO
2449044.08360 16.9780 0.0250 MACHO
2449045.00510 17.1560 0.0280 MACHO
2449045.15290 17.2150 0.0430 MACHO
2449046.00140 16.9790 0.0210 MACHO
2449046.08030 16.9800 0.0220 MACHO
2449048.98980 17.1480 0.0280 MACHO
2449049.08010 17.1530 0.0280 MACHO
