    HIP   V     RA (deg)    Dec (deg)   Par(mas) B-V   M_V  Sp
   3533  7.19  11.26559075  75.93802855  26.87  0.76   4.34 G5          
   3535  8.03  11.27051240   1.78691411  45.43  0.98   6.32 K2V         
   3540  7.01  11.29502236   0.25340728  24.27  0.54   3.94 F8          
   3559  6.15  11.36961318 -12.88030968  31.39  0.60   3.63 G2V         
   3572  5.64  11.41296370  74.98812620  11.24  0.08   0.89 A2IV        
   3583  5.80  11.43930832 -47.55217573  66.92  0.64   4.93 G5IV        
   3641  6.39  11.65929285  69.32537127  24.65  0.42   3.35 F3V         
   3693  4.08  11.83495908  24.26737703  17.98  1.10   0.35 K1II        
   3704  7.85  11.87869685 -36.93934176  19.99  0.54   4.35 F7/F8V      
   3730  6.51  11.97803517  20.92531069  17.41  0.52   2.71 F8V         
   3765  5.74  12.09388786   5.28338873 134.04  0.89   6.38 K2V         
   3810  5.07  12.24462380  16.94113370  41.80  0.50   3.18 F8V...      
   3813 10.76  12.25615885 -50.14439383  46.32  1.43   9.09 M2          
   3832  7.56  12.29936838 -53.77407890  19.48  0.51   4.01 F6/F7V      
   3850  7.15  12.36015525 -23.21277388  53.09  0.77   5.78 G8/K0V      
   3876  7.75  12.44099553  70.44899713  46.47  0.90   6.09 K0          
   3879  9.50  12.45094373 -54.59336435  35.95  1.16   7.28 K5V         
   3909  5.17  12.53218487 -10.64377045  64.69  0.51   4.22 F7IV-V      
   3911  7.94  12.53815505 -83.74397170  16.94  0.52   4.08 F7V         
   3924  7.98  12.60079553 -64.06781229  18.41  0.56   4.31 F7V         
   3949  5.24  12.67136689 -50.98692422  13.06  0.36   0.82 F2III       
   3961  6.86  12.71847773 -71.15152645  25.74  0.45   3.91 F5V         
   3965  6.38  12.73860936  51.50803371  15.00  0.31   2.26 F2IV        
   3979  6.98  12.79456039  -5.03898875  45.27  0.66   5.26 G0          
   3998  9.22  12.84050486  18.73990110  45.71  1.19   7.52 K2          
   4005  7.28  12.85403677  32.65728762  18.78  0.56   3.65 F8          
   4012 10.66  12.86707054  58.30104220  54.23  1.36   9.33 M2          
   4022  8.95  12.89013153 -22.90939545  65.81  1.29   8.04 K5V         
   4041  8.45  12.95657932  78.62577543  24.87  0.78   5.43 G5          
   4103  8.36  13.16671383  31.45946741  25.86  0.71   5.42 G0          
   4127  6.76  13.21592800  40.24544245  23.82  0.59   3.64 G0          
   4144  7.76  13.24718195  39.04300372  19.44  0.58   4.20 F7IV        
   4148  7.15  13.25298157 -30.35699137  71.01  0.94   6.41 K2V         
   4151  4.80  13.26783051  61.12355735  53.85  0.54   3.46 F8V         
   4290  7.41  13.74745006  24.10070725  33.92  0.65   5.06 G5          
   4291  6.68  13.74796307 -74.30263442  20.41  0.99   3.23 K0IV        
   4293  5.45  13.75124739 -69.52697888  15.52  1.10   1.40 G7III       
   4393  7.53  14.07155640  52.49123259  24.39  0.67   4.47 G5          
   4422  4.62  14.16671042  59.18116582  15.84  0.96   0.62 G8III-IV    
   4454  9.12  14.26352093  69.04402238  41.45  1.02   7.21 K4V         
   4473  9.50  14.32691388 -62.24590709  51.66  1.30   8.07 K7V         
   4552  5.99  14.55914315  33.95105921  17.19  1.00   2.17 K0          
   4569 11.77  14.61282693 -27.85630511  76.32  1.56  11.18             
   4617  7.86  14.81053373  83.10292417  21.38  0.56   4.51 F8          
   4637  6.90  14.88446436  48.96641596  17.31  0.41   3.09 F5          
   4747  7.34  15.25731681  -4.64826368  24.76  0.55   4.31 F8          
   4772  6.91  15.32893461 -60.86038649  22.23  0.65   3.64 G1/G2V      
   4868  6.88  15.64821189  27.74793166  22.39  0.45   3.63 F7V         
   4878  6.83  15.67751329   9.13301281  16.55  0.50   2.92 F5          
   4882  7.70  15.68345889 -47.28725845  20.35  0.59   4.24 G0V         
   4890  5.39  15.70496560 -46.39733801  13.86  0.90   1.10 G8III       
   4907  7.67  15.73689231  69.22742039  38.73  0.76   5.61 G5          
   4966  8.44  15.91466099  82.10089846  22.56  0.60   5.21 G5          
   4979  6.06  15.95398626   1.36694516  17.66  0.27   2.29 F1V         
   5016  6.84  16.06973676  54.20439985  16.06  0.53   2.87 G0          
   5027  9.78  16.10072304 -25.60422804  38.99  1.19   7.73 K4/K5V      
   5031  9.15  16.11080178  -2.36626356  25.48  0.80   6.18 G5          
   5034  6.20  16.11487415  29.65909865  23.82  0.44   3.08 F7IV-V      
   5041 10.02  16.13435587  26.12014117  34.39  1.28   7.70 K5          
   5054  7.72  16.16782838 -39.48693482  24.80  0.61   4.69 G3IV        
   5081  5.64  16.27229777  14.94600386  18.28  0.42   1.95 F4II-III    
   5099  7.18  16.34125379 -40.26995916  18.21  0.42   3.48 F3V         
   5144  7.26  16.46423982   4.90971755  22.69  0.48   4.04 F6V         
   5176  8.15  16.55221696  13.25278682  20.84  0.66   4.74 G0          
   5186  6.52  16.59452876  62.76146736  14.39  0.21   2.31 A5Vn        
   5207  7.22  16.65204665  13.88470299  17.23  0.45   3.40 F6V         
   5224  8.84  16.69573127 -50.98947181  33.98  0.93   6.50 K1V         
   5247  9.00  16.77560068  63.94055066  66.46  1.29   8.11 K7V         
   5268  5.36  16.82738598 -61.77526197  11.68  0.88   0.70 G5III       
   5276  7.24  16.86936763  41.25901151  19.97  0.54   3.74 F5          
   5280  7.01  16.88291179 -41.74654669  29.65  0.57   4.37 F8V         
   5286  8.41  16.90753784  22.95617138  48.20  1.12   6.83 K4V         
   5296  5.71  16.94216802  -9.78559168  20.97  0.45   2.32 F7IV        
   5315  6.44  16.99825172   1.99409389  21.53  0.85   3.11 K0IV        
   5317  5.04  17.00299391  43.94224107  16.61  0.11   1.14 A3m         
   5319  6.23  17.00501793  32.01219214  23.87  0.40   3.12 F5IV        
   5335  7.61  17.05096881  21.97712274  30.84  0.71   5.06 G5          
   5364  3.46  17.14693197 -10.18192800  27.73  1.16   0.67 K2III       
   5369 10.56  17.16831270  17.24402032  35.99  1.26   8.34 K6          
   5372  4.24  17.18399735  86.25711803  10.43  1.21  -0.67 K2II-III    
   5373  8.63  17.19028697 -25.86120192  28.33  0.84   5.89 K0V         
   5447  2.07  17.43248991  35.62083048  16.36  1.58  -1.86 M0IIIvar    
   5462  8.80  17.48587624 -64.35923278  20.21  0.67   5.33 G5V         
   5493  5.67  17.57852966  42.08157668  18.98  0.60   2.06 F8V         
   5521  7.66  17.67511529  42.93231721  37.34  0.73   5.52 K0          
   5529  8.06  17.69608830 -66.18786313  27.87  0.85   5.29 K0IV/V      
   5534  7.23  17.72594414   9.56332494  25.25  0.57   4.24 G0          
   5542  4.34  17.77471116  55.14994765  23.73  0.17   1.22 A7Vvar      
   5578  7.48  17.88374424 -12.84291544  24.65  0.59   4.44 G1V         
   5586  4.51  17.91494471  30.08972962  20.11  1.09   1.03 K0III-IV... 
   5623  7.17  18.04322839 -73.90714356  16.15  0.59   3.21 F8/G0V      
   5626  5.60  18.06878934  79.67397492  11.98  0.01   0.99 A3V         
   5631  6.89  18.08000516  12.28194637  29.64  0.49   4.25 F5          
   5643 12.10  18.12459256 -17.00053959 269.05  1.85  14.25 M5.5Ve      
   5644  7.74  18.12423811  -9.22368841  22.01  0.69   4.45 G0          
   5646  6.55  18.12811650   2.47183263  19.17  0.45   2.96 F8          
   5647  8.71  18.13099835   0.98162503  31.12  0.93   6.18 K0          
   5663  9.55  18.19186846 -25.23562704  45.40  1.27   7.84 K4V         
   5684  7.24  18.27426204  41.65439442  22.36  0.77   3.99 G5          
   5709  7.26  18.36002963 -39.54017516  18.95  0.42   3.65 F3/F5V      
   5745  8.47  18.45261156 -50.65538631  23.55  0.45   5.33 F5V         
   5763  9.82  18.49524148  16.49465738  32.62  1.22   7.39 K5          
   5784  7.18  18.54367268  58.81244629  23.31  0.55   4.02 F5          
   5799  5.14  18.59986241  -7.92350040  41.01  0.45   3.20 F5V         
   5806  7.50  18.62256714  -5.04704963  25.96  0.57   4.57 F8          
   5833  5.70  18.70491873  -0.97429411  22.79  0.43   2.49 F5V         
   5862  4.97  18.79403213 -45.53209717  66.43  0.57   4.08 F8V         
   5895  8.25  18.93728992 -53.71573852  20.84  0.65   4.84 G3V         
   5913  7.32  19.01865310  61.90758398  16.95  0.42   3.47 F0V         
   5938  7.55  19.10048066 -12.09698844  37.71  0.75   5.43 K0V         
   5943  6.91  19.12042232 -67.43109197  16.79  0.38   3.04 F2IV/V      
   5944  6.59  19.12226076  42.93949385  42.30  0.59   4.72 G0          
   5947  6.27  19.12932621  79.90986944  13.84  0.44   1.98 F5Vs        
   5957 10.10  19.16283929  25.33172767  44.03  1.35   8.32 K5          
   5977  7.03  19.20972157  21.05204582  16.53  0.41   3.12 F6V         
   5985  6.52  19.24522939  -2.27881800  33.68  0.56   4.16 F8          
   6005 11.31  19.31392861 -35.71547383  60.61  1.51  10.22             
   6022  7.88  19.34459814  -5.63250837  20.42  0.56   4.43 F8          
   6130  8.00  19.67019999  -0.86695851  36.16  0.78   5.79 K1V         
   6161  7.87  19.75570086 -77.03082906  13.64  0.56   3.54 G0IV        
   6177  8.69  19.81170328 -43.62925166  31.10  0.88   6.15 K1/K2V      
   6206  7.65  19.88915049 -39.36272349  25.59  0.62   4.69 G2V         
   6221  7.07  19.93874208 -68.89849097  18.84  0.51   3.45 F6V         
   6237  6.65  20.01238711  -9.88360181  20.54  0.41   3.21 F2          
   6276  8.43  20.13417401 -11.46736892  28.52  0.79   5.71 G0          
   6285  7.21  20.15432320  54.96255076  30.08  0.59   4.60 G0          
   6312  6.33  20.27160602  64.65818814  13.67  0.11   2.01 A2Vnn       
   6351 10.15  20.39010873 -41.65529478  59.29  1.38   9.01 K5          
   6369  6.94  20.45364903 -66.38411535  12.26  0.22   2.38 A0m...      
   6378  6.37  20.49558059  76.23888764  13.04  0.28   1.95 F0IVn       
   6379  7.17  20.49667464  76.71036810  59.46  0.83   6.04 K0          
   6390  8.76  20.53188179 -26.89255267  32.13  0.97   6.29 K2V         
   6405  6.96  20.57305873  18.68271329  39.07  0.63   4.92 G3V         
   6411  4.87  20.58497087  45.52875660  16.68  1.08   0.98 K0III-IV    
   6414 10.30  20.59508300 -33.21350931  37.10  1.29   8.15             
   6439  7.16  20.67975200  17.19699142  19.52  0.47   3.61 F5V         
   6442  7.47  20.68129863  10.36977468  18.97  0.68   3.86 G5          
   6454  7.30  20.73625646   7.41869880  22.13  0.83   4.02 G5          
   6455  7.92  20.75399055 -16.48703344  27.00  0.66   5.08 G5V         
   6456  7.85  20.75984242 -12.96600556  33.09  0.90   5.45 K0IV        
   6485  8.53  20.83814154 -57.48065865  20.29  0.70   5.07 G6V         
   6486  6.36  20.83863463  58.14321418  17.34  0.46   2.56 F4V         
   6494  8.37  20.85673686 -76.61173200  20.73  0.66   4.95 G5V         
   6511  7.70  20.90496208 -41.26963005  17.75  0.55   3.95 G0V         
   6512  6.28  20.90546597  34.24560145  16.98  0.83   2.43 G8IV        
   6514  5.60  20.91898254  37.71499034  15.43  0.28   1.54 A1m         
   6527  6.59  20.96176069  17.81844369  20.42  0.40   3.14 F0          
   6537  3.60  21.00604671  -8.18275372  28.48  1.06   0.87 K0III       
   6551  6.85  21.05079037 -31.81177683  20.01  0.57   3.36 F8V         
   6575  8.39  21.11600570  39.06213484  31.77  0.78   5.90 G5          
   6607  8.29  21.20414696 -27.83837476  24.75  0.68   5.26 G6Vw...     
   6613  8.49  21.22336474  18.50039482  30.24  0.91   5.89 K0          
   6639  9.48  21.29000636  -1.05897236  27.52  1.03   6.68 K5          
   6643  7.12  21.30145418  28.56707875  22.65  0.58   3.90 F8          
   6653  7.38  21.33361136   1.46100409  25.35  0.68   4.40 G5          
   6679  6.99  21.41935034   2.97208511  19.55  0.44   3.45 F0          
   6686  2.66  21.45251267  60.23540347  32.81  0.16   0.24 A5Vv SB     
